Date, Time, Ax, Ay, Az, Gx, Gy, Gz
2025-02-01, 10:36:49:39,-0.106,0.252,0.957,0,0.305,0
2025-02-01, 10:36:49:90,-0.107,0.253,0.956,0.061,0.366,-0.061
2025-02-01, 10:36:50:40,-0.107,0.253,0.956,-0.061,0.427,-0.061
2025-02-01, 10:36:50:91,-0.106,0.256,0.958,-0.122,0.122,0.366
2025-02-01, 10:36:51:42,-0.107,0.251,0.957,0.061,0.122,0.244
2025-02-01, 10:36:51:93,-0.105,0.251,0.957,0.366,0.244,0.061
2025-02-01, 10:36:52:44,-0.108,0.252,0.957,0.061,0.427,0
2025-02-01, 10:36:52:95,-0.109,0.251,0.955,-0.183,0.305,0
2025-02-01, 10:36:53:46,-0.106,0.251,0.957,0,0.122,0.244
2025-02-01, 10:36:53:97,-0.105,0.251,0.958,0.244,0.244,0
2025-02-01, 10:36:54:48,-0.106,0.252,0.958,-0.061,0.305,0
2025-02-01, 10:36:54:98,-0.106,0.252,0.958,0.122,0.366,0.061
2025-02-01, 10:36:55:49,-0.106,0.25,0.958,0,0.488,0.183
2025-02-01, 10:36:56:00,-0.105,0.251,0.959,0.061,0.061,0.061
2025-02-01, 10:36:56:51,-0.106,0.252,0.958,0,0.305,-0.061
2025-02-01, 10:36:57:02,-0.105,0.252,0.958,-0.061,0.122,0.122
2025-02-01, 10:36:57:53,-0.106,0.252,0.958,-0.122,0.305,0.122
2025-02-01, 10:36:58:04,-0.107,0.249,0.958,-0.366,0.183,0.183
2025-02-01, 10:36:58:55,-0.105,0.25,1.257,-14.709,52.063,-21.79
2025-02-01, 10:36:59:06,-0.654,0.429,-0.614,-36.072,35.217,32.654
2025-02-01, 10:36:59:57,-0.76,-0.13,-0.547,29.236,23.926,-20.447
2025-02-01, 10:36:60:08,-0.727,-0.238,-0.659,-2.075,-0.183,4.7
2025-02-01, 10:36:60:59,-0.714,-0.257,-0.676,-0.366,1.404,0.061
2025-02-01, 10:36:61:10,-0.709,-0.256,-0.679,-1.343,1.648,0.183
2025-02-01, 10:36:61:61,-0.701,-0.261,-0.69,-0.977,0.671,-0.061
2025-02-01, 10:36:62:12,-0.698,-0.264,-0.695,0.061,0.61,0.122
2025-02-01, 10:36:62:63,-0.694,-0.268,-0.692,0.061,0.671,-0.122
2025-02-01, 10:36:63:14,-0.691,-0.271,-0.693,-0.488,0.427,0.427
2025-02-01, 10:36:63:65,-0.706,-0.191,-0.679,8.362,-0.854,1.16
2025-02-01, 10:36:64:16,-0.942,0.118,-0.422,16.418,-12.268,49.194
2025-02-01, 10:36:64:67,-0.302,-0.069,-1.089,-16.357,53.406,15.32
2025-02-01, 10:36:65:18,-0.301,-0.06,-0.921,4.578,4.211,-8.118
2025-02-01, 10:36:65:69,-0.268,-0.09,-0.944,-0.977,2.258,-9.888
2025-02-01, 10:36:66:19,-0.288,-0.112,-0.967,-1.648,1.282,2.136
2025-02-01, 10:36:66:70,-0.283,-0.034,-1.019,1.953,-5.859,8.24
2025-02-01, 10:36:67:21,-1.09,0.377,-0.079,-44.861,-175.537,-71.533
2025-02-01, 10:36:67:72,-0.511,-1.218,3.316,24.048,-191.589,-77.454
2025-02-01, 10:36:68:23,-0.536,-0.107,0.845,-9.949,-6.042,-5.92
2025-02-01, 10:36:68:74,-0.52,-0.128,0.86,-3.174,3.052,-0.122
2025-02-01, 10:36:69:25,-0.484,-0.121,0.855,-10.193,-14.404,3.296
2025-02-01, 10:36:69:76,-0.492,-0.119,0.86,-0.366,1.77,0.122
2025-02-01, 10:36:70:27,-0.494,-0.131,0.863,-0.305,-0.122,-0.183
2025-02-01, 10:36:70:78,-0.492,-0.134,0.861,-0.366,-0.854,-0.854
2025-02-01, 10:36:71:29,-0.486,-0.142,0.865,-0.732,-0.427,-0.916
2025-02-01, 10:36:71:80,-0.481,-0.148,0.864,-0.183,0.122,-0.244
2025-02-01, 10:36:72:31,-0.478,-0.153,0.865,-0.427,0.061,-0.183
2025-02-01, 10:36:72:82,-0.479,-0.159,0.868,-0.061,-0.366,-0.061
2025-02-01, 10:36:73:33,-0.473,-0.152,0.871,-0.061,-0.061,-0.488
2025-02-01, 10:36:73:85,-0.471,-0.152,0.867,-0.122,0.061,-0.244
2025-02-01, 10:36:74:35,-0.469,-0.154,0.867,-0.183,0.61,-0.244
2025-02-01, 10:36:74:86,-0.47,-0.161,0.868,-0.183,0,-0.366
2025-02-01, 10:36:75:37,-0.468,-0.155,0.868,0.122,0.305,0.183
2025-02-01, 10:36:75:88,-0.467,-0.154,0.866,-0.061,0.244,0
2025-02-01, 10:36:76:39,-0.466,-0.16,0.872,-0.122,0.122,-0.061
2025-02-01, 10:36:76:90,-0.466,-0.161,0.872,-0.122,0.183,0.183
2025-02-01, 10:36:77:41,-0.452,-0.16,0.877,-0.671,-1.465,-0.488
2025-02-01, 10:36:77:92,-0.441,-0.163,0.879,-0.061,0.183,0.061
2025-02-01, 10:36:78:43,-0.442,-0.166,0.884,0.122,0.61,0.244
2025-02-01, 10:36:78:94,-0.441,-0.165,0.883,-0.244,0,-0.122
2025-02-01, 10:36:79:45,-0.44,-0.168,0.882,-0.122,-0.305,-0.061
2025-02-01, 10:36:79:96,-0.438,-0.171,0.88,0,0.305,-0.183
2025-02-01, 10:36:80:47,-0.437,-0.167,0.881,0.305,0.916,0.427
2025-02-01, 10:36:80:97,-0.435,-0.152,0.881,0.916,0.244,1.892
2025-02-01, 10:36:81:48,-0.418,-0.151,0.914,1.953,0.305,8.85
2025-02-01, 10:36:81:99,-0.443,-0.189,0.901,1.587,-2.747,3.418
2025-02-01, 10:36:82:50,-0.535,-0.359,0.329,-184.021,29.297,151.489
2025-02-01, 10:36:83:01,-0.363,0.427,1.088,-26.489,-9.827,52.673
2025-02-01, 10:36:83:52,0.071,-1.541,-0.202,10.437,-48.706,33.142
2025-02-01, 10:36:84:03,0.121,0.139,1.624,28.687,-29.785,-2.808
2025-02-01, 10:36:84:54,-0.36,-0.549,0.334,7.568,131.958,-140.808
2025-02-01, 10:36:85:05,0.133,-0.938,0.454,-26.733,31.555,-83.801
2025-02-01, 10:36:85:56,-0.236,1.737,-0.423,137.207,-32.898,-85.022
2025-02-01, 10:36:86:06,0.177,0.676,-1.281,51.025,80.566,12.024
2025-02-01, 10:36:86:57,-0.244,-0.149,-0.256,22.705,320.129,203.979
2025-02-01, 10:36:87:08,-0.196,0.235,-0.6,-84.961,-368.835,-55.969
2025-02-01, 10:36:87:59,-0.376,-0.848,0.423,-163.208,168.579,48.157
2025-02-01, 10:36:88:10,-0.231,-0.294,-0.531,-30.029,105.53,-107.239
2025-02-01, 10:36:88:61,0.142,-0.884,-0.685,17.334,-17.517,56.946
2025-02-01, 10:36:89:12,1.076,-0.625,1.356,62.927,-349.304,-196.899
2025-02-01, 10:36:89:63,-0.746,0.78,-0.205,12.39,68.726,86.182
2025-02-01, 10:37:30:14,-0.354,0.015,-0.896,-7.202,-9.033,15.747
2025-02-01, 10:37:30:65,-0.134,-0.433,-1.143,14.404,-17.822,45.898
2025-02-01, 10:37:31:16,0.019,-0.767,1.441,-84.534,-7.69,-137.024
2025-02-01, 10:37:31:67,-0.13,-0.583,0.436,4.7,-35.95,-32.898
2025-02-01, 10:37:32:18,0.089,-0.69,0.688,2.441,13,-15.991
2025-02-01, 10:37:32:69,0.102,-0.569,0.809,-0.793,0.244,-0.061
2025-02-01, 10:37:33:20,0.104,-0.58,0.807,-1.038,0,0
2025-02-01, 10:37:33:71,0.105,-0.575,0.806,-0.122,0,0.061
2025-02-01, 10:37:34:22,0.104,-0.575,0.806,-0.305,0.183,0.305
2025-02-01, 10:37:34:74,0.106,-0.58,0.805,1.221,0.366,0
2025-02-01, 10:37:35:24,0.108,-0.58,0.808,0.183,0.183,0.244
2025-02-01, 10:37:35:75,0.102,-0.572,0.811,1.831,0.122,0.488
2025-02-01, 10:37:36:26,0.342,-0.2,0.866,-65.613,-244.324,273.987
2025-02-01, 10:37:36:77,0.232,-0.171,0.963,-52.002,125.916,135.498
2025-02-01, 10:37:37:28,0.222,-0.385,0.924,-0.549,-7.812,-6.653
2025-02-01, 10:37:37:79,0.217,-0.37,0.896,1.648,0.549,0.122
2025-02-01, 10:37:38:30,0.226,-0.368,0.903,0.671,-0.122,1.221
2025-02-01, 10:37:38:81,0.226,-0.354,0.904,1.709,-0.305,1.343
2025-02-01, 10:37:39:32,0.228,-0.354,0.906,-0.488,0.061,-0.183
2025-02-01, 10:37:39:82,0.23,-0.352,0.9,-0.732,0.122,-0.244
2025-02-01, 10:37:40:33,0.232,-0.349,0.9,-0.244,0.793,0.549
2025-02-01, 10:37:40:84,0.239,-0.348,0.9,0.183,0.244,0.916
2025-02-01, 10:37:41:35,0.242,-0.352,0.902,-0.122,0.427,0.671
2025-02-01, 10:37:41:86,0.245,-0.347,0.903,0.061,-0.183,0.061
2025-02-01, 10:37:42:37,0.246,-0.345,0.901,0,-0.244,0.183
2025-02-01, 10:37:42:87,0.248,-0.347,0.9,-0.366,-0.122,0.366
2025-02-01, 10:37:43:38,0.249,-0.348,0.899,-0.061,0.366,-0.427
2025-02-01, 10:37:43:89,0.249,-0.347,0.9,0.793,0.244,0.793
2025-02-01, 10:37:44:40,0.25,-0.349,0.901,0.61,0.122,0.122
2025-02-01, 10:37:44:91,0.251,-0.344,0.899,-0.183,0.183,0
2025-02-01, 10:37:45:42,0.251,-0.345,0.898,0.061,0.488,-0.244
2025-02-01, 10:37:45:93,0.253,-0.347,0.903,0.427,0.488,0.854
2025-02-01, 10:37:46:44,0.252,-0.345,0.902,0.305,-0.427,-0.732
2025-02-01, 10:37:46:94,0.256,-0.343,0.9,0.122,0.916,0.122
2025-02-01, 10:37:47:45,0.255,-0.338,0.903,0.061,0.183,-0.366
2025-02-01, 10:37:47:96,0.256,-0.34,0.9,0.916,0.366,0.427
2025-02-01, 10:37:48:47,0.257,-0.34,0.899,0.183,0.061,0
2025-02-01, 10:37:48:98,0.259,-0.339,0.901,-0.244,0.366,0
2025-02-01, 10:37:49:49,0.259,-0.337,0.906,-0.061,1.404,0.549
2025-02-01, 10:37:49:99,0.258,-0.338,0.904,0,1.343,0.488
2025-02-01, 10:37:50:50,0.257,-0.339,0.898,0.549,0.122,-0.061
2025-02-01, 10:37:51:01,0.278,-0.338,0.896,-2.319,-2.319,-2.197
2025-02-01, 10:37:51:52,0.3,-0.349,0.886,1.343,0.061,0.427
2025-02-01, 10:37:52:03,0.3,-0.344,0.887,-0.427,0.366,0.488
2025-02-01, 10:37:52:54,0.298,-0.345,0.882,-0.977,-0.244,0.793
2025-02-01, 10:37:53:05,0.301,-0.34,0.885,-0.305,0.122,-0.061
2025-02-01, 10:37:53:56,0.298,-0.347,0.881,0.122,-0.732,-0.549
2025-02-01, 10:37:54:06,0.301,-0.343,0.885,1.526,-0.427,0.732
2025-02-01, 10:37:54:57,0.301,-0.341,0.884,-1.038,0.183,0.427
2025-02-01, 10:37:55:08,0.3,-0.342,0.882,0.183,0.977,0.061
2025-02-01, 10:37:55:59,0.301,-0.34,0.886,-0.122,0.183,0.061
2025-02-01, 10:37:56:10,0.301,-0.344,0.887,-0.549,0.427,-0.061
2025-02-01, 10:37:56:61,0.299,-0.349,0.881,0.916,0.793,-0.366
2025-02-01, 10:37:57:12,0.303,-0.347,0.884,0.122,0.183,0.061
2025-02-01, 10:37:57:63,0.302,-0.353,0.888,0.427,0.244,-0.854
2025-02-01, 10:37:58:13,0.303,-0.346,0.882,1.465,0.061,-0.244
2025-02-01, 10:37:58:64,0.305,-0.35,0.882,-0.732,-1.099,-2.991
2025-02-01, 10:37:59:15,0.302,-0.342,0.881,-0.671,0.244,-0.488
2025-02-01, 10:37:59:66,0.334,-0.319,0.904,-6.958,4.272,3.54
2025-02-01, 10:37:60:16,0.434,-0.398,0.843,-42.419,-84.412,-127.625
2025-02-01, 10:37:60:67,0.12,-0.058,0.932,-24.292,-104.797,29.114
2025-02-01, 10:37:61:18,0.341,-0.136,0.918,-2.93,-3.845,1.709
2025-02-01, 10:37:61:69,0.349,-0.146,0.921,0,0.366,-0.061
2025-02-01, 10:37:62:20,0.351,-0.147,0.921,0,0.305,0.061
2025-02-01, 10:37:62:71,0.35,-0.146,0.92,0,0.244,0.061
2025-02-01, 10:37:63:21,0.349,-0.146,0.92,-0.061,0.183,0.061
2025-02-01, 10:37:63:72,0.35,-0.146,0.92,0,0.366,0.061
2025-02-01, 10:37:64:23,0.351,-0.146,0.921,-0.122,0.122,0.061
2025-02-01, 10:37:64:74,0.353,-0.147,0.92,0.122,0.488,0.122
2025-02-01, 10:37:65:25,0.351,-0.147,0.92,-0.061,0.061,0.061
2025-02-01, 10:37:65:76,0.353,-0.148,0.92,0,0.244,0.061
2025-02-01, 10:37:66:27,0.352,-0.148,0.92,0,0.183,0.061
2025-02-01, 10:37:66:78,0.352,-0.148,0.92,-0.061,0.122,0.061
2025-02-01, 10:37:67:29,0.351,-0.148,0.92,0,0.305,0.061
2025-02-01, 10:37:67:80,0.351,-0.147,0.92,0,0.305,0.061
2025-02-01, 10:37:68:31,0.351,-0.148,0.92,0,0.305,0
2025-02-01, 10:37:68:82,0.351,-0.147,0.92,0,0.244,0.061
2025-02-01, 10:37:69:33,0.352,-0.148,0.92,0,0.244,0.061
2025-02-01, 10:37:69:83,0.351,-0.148,0.92,0,0.183,0
2025-02-01, 10:37:70:35,0.352,-0.148,0.92,0,0.305,0.061
2025-02-01, 10:37:70:86,0.352,-0.148,0.92,0.122,0.549,0.061
2025-02-01, 10:37:71:37,0.354,-0.149,0.919,-0.366,-0.366,0.183
2025-02-01, 10:37:71:88,0.346,-0.145,0.936,1.16,4.089,-0.061
2025-02-01, 10:37:72:39,0.36,-0.153,0.916,-0.061,0.183,0.061
2025-02-01, 10:37:72:90,0.361,-0.154,0.916,0.061,0.366,0.061
2025-02-01, 10:37:73:40,0.361,-0.154,0.915,0,0.244,0.061
2025-02-01, 10:37:73:91,0.36,-0.154,0.915,0,0.305,0.061
2025-02-01, 10:37:74:42,0.36,-0.154,0.916,-0.061,0.244,0.061
2025-02-01, 10:37:74:93,0.361,-0.154,0.916,0.061,0.305,0.061
2025-02-01, 10:37:75:44,0.359,-0.153,0.915,0,0.366,0.061
2025-02-01, 10:37:75:94,0.361,-0.154,0.915,0.122,0.549,0
2025-02-01, 10:37:76:45,0.36,-0.154,0.915,0,0.183,0.061
2025-02-01, 10:37:76:96,0.361,-0.155,0.915,0,0.244,0
2025-02-01, 10:37:77:47,0.36,-0.154,0.915,-0.061,0.244,0.061
2025-02-01, 10:37:77:98,0.361,-0.154,0.916,0,0.244,0.122
2025-02-01, 10:37:78:49,0.36,-0.154,0.915,0.061,0.366,0.061
2025-02-01, 10:37:79:00,0.36,-0.154,0.916,0,0.244,0.061
2025-02-01, 10:37:79:51,0.36,-0.155,0.916,0,0.244,0.061
2025-02-01, 10:37:80:02,0.36,-0.154,0.915,0.061,0.427,0.061
2025-02-01, 10:37:80:53,0.36,-0.154,0.916,0,0.244,0.061
2025-02-01, 10:37:81:03,0.364,-0.165,0.885,0.488,-0.977,0.977
2025-02-01, 10:37:81:54,0.346,-0.144,0.913,6.775,1.038,5.432
2025-02-01, 10:37:82:05,0.379,-0.163,0.908,-0.977,-0.427,-0.427
2025-02-01, 10:37:82:56,0.22,0.245,0.93,90.82,31.311,53.772
2025-02-01, 10:37:83:07,0.028,0.241,0.784,-72.51,0.854,105.042
2025-02-01, 10:37:83:58,0.188,0.047,0.982,-5.615,-6.165,1.709
2025-02-01, 10:37:84:09,0.184,0.026,0.98,-1.831,1.343,-2.319
2025-02-01, 10:37:84:59,0.171,0.023,0.98,0.244,0.122,-0.488
2025-02-01, 10:37:85:10,0.171,0.022,0.981,0.061,0.793,0
2025-02-01, 10:37:85:61,0.169,0.022,0.981,0.488,0.427,0.549
2025-02-01, 10:37:86:12,0.166,0.024,0.977,-0.305,0,0
2025-02-01, 10:37:86:63,0.167,0.026,0.98,1.282,0.488,1.526
2025-02-01, 10:37:87:14,0.178,0.036,0.988,-0.488,-0.183,-0.122
2025-02-01, 10:37:87:65,0.168,0.036,0.978,-0.122,0.183,-0.183
2025-02-01, 10:37:88:16,0.169,0.036,0.979,-0.427,0,-0.488
2025-02-01, 10:37:88:67,0.17,0.033,0.98,0,0.61,0.122
2025-02-01, 10:37:89:18,0.171,0.035,0.981,-0.122,0.793,-0.122
2025-02-01, 10:37:89:69,0.168,0.032,0.98,0,-0.061,-0.244
2025-02-01, 10:38:30:20,0.168,0.035,0.98,0.427,0.854,0.061
2025-02-01, 10:38:30:71,0.167,0.039,0.98,0.244,0.244,-0.122
2025-02-01, 10:38:31:22,0.168,0.039,0.979,0.488,0.732,0.061
2025-02-01, 10:38:31:73,0.168,0.039,0.981,0.366,0.977,0.122
2025-02-01, 10:38:32:23,0.168,0.047,0.98,-0.793,-1.282,0.488
2025-02-01, 10:38:32:74,0.173,0.036,0.978,-1.465,-1.953,0.488
2025-02-01, 10:38:33:25,0.179,0.039,0.974,0.061,-0.183,0.366
2025-02-01, 10:38:33:76,0.182,0.038,0.977,0.854,0.916,0.244
2025-02-01, 10:38:34:27,0.182,0.039,0.977,-0.061,0.305,0
2025-02-01, 10:38:34:77,0.182,0.037,0.977,0.916,1.343,0
2025-02-01, 10:38:35:28,0.183,0.037,0.978,0.061,0.244,0.122
2025-02-01, 10:38:35:79,0.182,0.038,0.976,0.122,0.488,0.061
2025-02-01, 10:38:36:30,0.181,0.038,0.976,0.061,0.183,0.122
2025-02-01, 10:38:36:81,0.178,0.038,0.978,0.244,0.916,0.061
2025-02-01, 10:38:37:31,0.178,0.04,0.977,-0.061,0.427,0.122
2025-02-01, 10:38:37:82,0.175,0.04,0.979,0.305,0.549,-0.061
2025-02-01, 10:38:38:33,0.174,0.04,0.977,0.183,0.244,0.183
2025-02-01, 10:38:38:84,0.173,0.041,0.979,-0.061,0.122,-0.061
2025-02-01, 10:38:39:34,0.174,0.039,0.979,-0.244,-0.183,0
2025-02-01, 10:38:39:85,0.174,0.041,0.98,-0.061,0.488,0
2025-02-01, 10:38:40:36,0.179,0.047,0.982,-0.366,-0.061,0.61
2025-02-01, 10:38:40:87,0.172,0.037,0.98,-0.977,0.793,-1.038
2025-02-01, 10:38:41:38,0.164,0.033,0.979,0.244,0.916,0.366
2025-02-01, 10:38:41:89,0.162,0.033,0.983,0.061,0.549,-0.061
2025-02-01, 10:38:42:39,0.151,0.118,1.057,0.977,4.395,-3.601
2025-02-01, 10:38:42:90,0.156,0.022,0.939,-33.997,3.662,-29.175
2025-02-01, 10:38:43:41,0.136,0.003,0.985,-0.122,0.366,0
2025-02-01, 10:38:43:92,0.135,0.001,0.985,0,0.427,0
2025-02-01, 10:38:44:43,0.135,0.002,0.983,-0.366,0.305,0.305
2025-02-01, 10:38:44:93,0.131,0,0.986,-0.244,0.122,0.122
2025-02-01, 10:38:45:44,0.131,0,0.986,0,0.305,0.122
2025-02-01, 10:38:45:95,0.131,-0.001,0.987,0.061,0.305,0.061
2025-02-01, 10:38:46:46,0.131,-0.001,0.986,0,0.366,0.061
2025-02-01, 10:38:46:97,0.131,-0.001,0.986,0.061,0.427,0
2025-02-01, 10:38:47:47,0.131,-0.001,0.986,-0.061,0.183,0.061
2025-02-01, 10:38:47:98,0.131,-0.002,0.985,0.366,0.427,-0.183
2025-02-01, 10:38:48:49,0.131,0,0.987,0,0.366,0.061
2025-02-01, 10:38:49:00,0.132,0,0.986,-0.305,0.122,0.244
2025-02-01, 10:38:49:51,0.129,-0.002,0.986,-0.122,0.488,0.061
2025-02-01, 10:38:50:02,0.131,-0.002,0.987,-0.244,-1.038,0.122
2025-02-01, 10:38:50:53,0.131,-0.002,0.987,-0.244,0.122,0.244
2025-02-01, 10:38:51:04,0.127,0,0.988,0.183,0.061,-1.709
2025-02-01, 10:38:51:55,0.133,-0.002,0.986,0.122,1.709,0.061
2025-02-01, 10:38:52:06,0.149,-0.001,0.985,-0.061,1.343,-0.244
2025-02-01, 10:38:52:57,0.151,-0.003,0.984,0.122,0.977,0.061
2025-02-01, 10:38:53:08,0.151,-0.009,0.984,-0.061,0.488,0.549
2025-02-01, 10:38:53:59,0.148,-0.006,0.983,0.488,0.732,-0.732
2025-02-01, 10:38:54:10,0.149,-0.007,0.983,0.549,-0.061,-0.671
2025-02-01, 10:38:54:61,0.148,-0.004,0.983,0.183,0.549,-0.366
2025-02-01, 10:38:55:12,0.15,-0.005,0.983,-0.366,-0.61,-0.061
2025-02-01, 10:38:55:63,0.149,-0.006,0.984,0,0.427,0.061
2025-02-01, 10:38:56:14,0.15,-0.006,0.984,0.061,0.488,0
2025-02-01, 10:38:56:65,0.147,-0.005,0.984,-0.366,0.671,0.183
2025-02-01, 10:38:57:16,0.144,-0.007,0.985,-0.061,0.305,0.122
2025-02-01, 10:38:57:67,0.143,-0.006,0.985,0.244,0.305,-0.122
2025-02-01, 10:38:58:18,0.147,-0.007,0.984,-0.488,-0.122,0.366
2025-02-01, 10:38:58:69,0.144,-0.006,0.986,-0.916,-1.77,0.916
2025-02-01, 10:38:59:20,0.149,-0.008,0.983,0.305,1.099,0.061
2025-02-01, 10:38:59:71,0.146,-0.007,0.985,-0.061,0.244,0.061
2025-02-01, 10:38:60:22,0.145,-0.008,0.985,0,0.244,0.061
2025-02-01, 10:38:60:73,0.146,-0.007,0.984,0,0.244,0.061
2025-02-01, 10:38:61:24,0.146,-0.007,0.985,0,0.244,0.061
2025-02-01, 10:38:61:75,0.146,-0.007,0.984,0.061,0.244,0.061
2025-02-01, 10:38:62:26,0.146,-0.007,0.983,0.061,0.244,0
2025-02-01, 10:38:62:77,0.146,-0.007,0.983,0.061,0.366,0.061
2025-02-01, 10:38:63:28,0.146,-0.007,0.984,0,0.183,0.061
2025-02-01, 10:38:63:78,0.146,-0.007,0.984,0,0.244,0.061
2025-02-01, 10:38:64:29,0.147,-0.008,0.984,0.061,0.427,0.061
2025-02-01, 10:38:64:80,0.146,-0.007,0.984,-0.122,0.122,0.122
2025-02-01, 10:38:65:31,0.147,-0.007,0.983,0.061,0.732,0.122
2025-02-01, 10:38:65:81,0.146,-0.007,0.984,0,0.244,0.061
2025-02-01, 10:38:66:32,0.145,-0.007,0.984,-0.122,0,0.061
2025-02-01, 10:38:66:83,0.145,-0.007,0.984,0.061,0.305,-0.061
2025-02-01, 10:38:67:34,0.146,-0.007,0.984,0.061,0.366,-0.061
2025-02-01, 10:38:67:85,0.145,-0.007,0.984,0,0.183,0.061
2025-02-01, 10:38:68:36,0.146,-0.009,0.984,-0.183,0.427,0.488
2025-02-01, 10:38:68:87,0.143,-0.009,0.984,0.305,1.526,-0.183
2025-02-01, 10:38:69:38,0.142,-0.006,0.986,-0.122,0.427,0.122
2025-02-01, 10:38:69:89,0.143,-0.007,0.985,-0.122,0.061,0.183
2025-02-01, 10:38:70:40,0.143,-0.008,0.984,0.244,0.183,-0.122
